randomisation_order,final_inclusion,paper_ID,DOI,journal,article_type,author,pagecount,title,subject,publication_date,health
124,Yes,91,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215245,PLOS ONE,Research Article,"Yubraj Acharya,Amber L Schilling,Christopher S Hollenbeak",13,Readmissions attributable to skilled nursing facility use after a colectomy: Evidence using propensity scores matching,"/Medicine and health sciences/Health care/Health care facilities/Hospitals,/Medicine and health sciences/Health care/Health care providers/Allied health care professionals,/Medicine and health sciences/Health care/Patients/Inpatients,/Medicine and health sciences/Surgical and invasive medical procedures,/Medicine and health sciences/Surgical and invasive medical procedures/Digestive system procedures/Colectomy,/Medicine and health sciences/Surgical and invasive medical procedures/Laparoscopy,/People and places/Geographical locations/North America/United States/Pennsylvania,/Social sciences/Political science/Public policy/Medicare",16/04/2019,TRUE
125,Yes,92,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226280,PLOS ONE,Research Article,"Eva-Marie Ravn-Mølby,Line Sindahl,Søren Saxmose Nielsen,Camilla S Bruun,Peter Sandøe,Merete Fredholm",14,Breeding French bulldogs so that they breathe well—A long way to go,"/Biology and life sciences/Evolutionary biology/Population genetics,/Biology and life sciences/Evolutionary biology/Population genetics/Genetic polymorphism,/Biology and life sciences/Genetics/Genetic loci/Alleles,/Biology and life sciences/Genetics/Heredity/Heterozygosity,/Biology and life sciences/Genetics/Population genetics,/Biology and life sciences/Genetics/Population genetics/Genetic polymorphism,/Biology and life sciences/Organisms/Eukaryota/Animals/Animal types/Pets and companion animals,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Dogs,/Biology and life sciences/Population biology/Population genetics,/Biology and life sciences/Population biology/Population genetics/Genetic polymorphism,/Biology and life sciences/Zoology/Animal types/Pets and companion animals,/Medicine and health sciences/Diagnostic medicine/Auscultation,/Research and analysis methods/Imaging techniques/Morphometry",16/12/2019,TRUE
126,Yes,93,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217867,PLOS ONE,Research Article,"Yuping Gou,Guang Wang,Peter Quandahor,Qian Liu,Changzhong Liu",9,"Effects of sex ratio on adult fecundity, longevity and egg hatchability of Bradysia difformis Frey at different temperatures","/Biology and life sciences/Agriculture/Crop science/Crops/Vegetable crops,/Biology and life sciences/Developmental biology/Life cycles/Larvae,/Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Arthropoda/Insects,/Biology and life sciences/Organisms/Eukaryota/Fungi,/Biology and life sciences/Physiology/Reproductive physiology/Oviposition,/Biology and life sciences/Population biology/Population metrics/Fecundity,/Biology and life sciences/Population biology/Population metrics/Population density,/Biology and life sciences/Population biology/Population metrics/Sex ratio,/Medicine and health sciences/Physiology/Reproductive physiology/Oviposition",5/06/2019,TRUE
127,Yes,94,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211218,PLOS ONE,Research Article,"Yoonyoung Park,Panagiotis D Karampourniotis,Issa Sylla,Amar K Das",13,Hierarchical patient-centric caregiver network method for clinical outcomes study,"/Computer and information sciences/Graph theory/Clustering coefficients,/Computer and information sciences/Network analysis,/Computer and information sciences/Network analysis/Centrality,/Medicine and health sciences/Cardiology/Coronary heart disease,/Medicine and health sciences/Critical care and emergency medicine,/Medicine and health sciences/Health care/Health care facilities/Hospitals,/Medicine and health sciences/Health care/Health care providers/Medical doctors/Physicians,/Medicine and health sciences/Surgical and invasive medical procedures/Cardiovascular procedures/Coronary artery bypass grafting,/Medicine and health sciences/Vascular medicine/Coronary heart disease,/People and places/Population groupings/Professions/Medical personnel/Medical doctors/Physicians,/Physical sciences/Mathematics/Graph theory/Clustering coefficients",13/02/2019,TRUE
128,Yes,95,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226032,PLOS ONE,Research Article,"Shiroh Nakamoto,Munetaka Hirose",9,Prediction of early C-reactive protein levels after non-cardiac surgery under general anesthesia,"/Biology and life sciences/Anatomy/Digestive system/Gastrointestinal tract/Colon,/Biology and life sciences/Biochemistry/Proteins/C-reactive proteins,/Medicine and health sciences/Anatomy/Digestive system/Gastrointestinal tract/Colon,/Medicine and health sciences/Anesthesiology/Anesthesia/General anesthesia,/Medicine and health sciences/Pharmaceutics/Drug therapy/Anesthesia/General anesthesia,/Medicine and health sciences/Surgical and invasive medical procedures,/Medicine and health sciences/Surgical and invasive medical procedures/Abdominal surgery,/Medicine and health sciences/Surgical and invasive medical procedures/Laparoscopy,/Medicine and health sciences/Surgical and invasive medical procedures/Surgical excision/Mastectomy,/Physical sciences/Mathematics/Statistics/Statistical methods/Forecasting,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Forecasting",2/12/2019,TRUE
129,Yes,96,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212892,PLOS ONE,Research Article,"Shuiqing Liu,Esther D Kim,Aozhou Wu,Michelle L Meyer,Susan Cheng,Ron C Hoogeveen,Christie M Ballantyne,Hirofumi Tanaka,Gerardo Heiss,Elizabeth Selvin,Kunihiro Matsushita",15,Central and peripheral pulse wave velocity and subclinical myocardial stress and damage in older adults,"/Biology and life sciences/Anatomy/Renal system/Kidneys,/Biology and life sciences/Biochemistry/Biomarkers,/Biology and life sciences/Biochemistry/Lipids/Cholesterol,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Medicine and health sciences/Anatomy/Renal system/Kidneys,/Medicine and health sciences/Endocrinology/Endocrine disorders/Diabetes mellitus,/Medicine and health sciences/Metabolic disorders/Diabetes mellitus,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Medicine and health sciences/Vascular medicine/Blood pressure,/People and places/Population groupings/Age groups/Elderly,/Physical sciences/Materials science/Material properties/Mechanical properties/Stiffness",27/02/2019,TRUE
130,Yes,97,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216702,PLOS ONE,Research Article,"Edward D Bonnevie,Devis Galesso,Cynthia Secchieri,Lawrence J Bonassar",15,Frictional characterization of injectable hyaluronic acids is more predictive of clinical outcomes than traditional rheological or viscoelastic characterization,"/Biology and life sciences/Anatomy/Biological tissue/Connective tissue/Cartilage,/Biology and life sciences/Anatomy/Musculoskeletal system/Skeletal joints,/Engineering and technology/Mechanical engineering/Tribology,/Engineering and technology/Mechanical engineering/Tribology/Friction,/Engineering and technology/Mechanical engineering/Tribology/Lubrication,/Medicine and health sciences/Anatomy/Biological tissue/Connective tissue/Cartilage,/Medicine and health sciences/Anatomy/Musculoskeletal system/Skeletal joints,/Medicine and health sciences/Rheumatology/Arthritis,/Physical sciences/Chemistry/Chemical properties/Viscosity,/Physical sciences/Chemistry/Physical chemistry/Chemical properties/Viscosity,/Physical sciences/Materials science/Material properties/Mechanical properties,/Physical sciences/Materials science/Materials physics/Viscosity,/Physical sciences/Materials science/Tribology,/Physical sciences/Materials science/Tribology/Friction,/Physical sciences/Materials science/Tribology/Lubrication,/Physical sciences/Physics/Materials physics/Viscosity",10/05/2019,TRUE
131,Yes,98,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0219491,PLOS ONE,Research Article,"Sean A Kidd,Laura Feldcamp,Amos Adler,Linda Kaleis,Wei Wang,Klara Vichnevetski,Kwame McKenzie,Aristotle Voineskos",17,Feasibility and outcomes of a multi-function mobile health approach for the schizophrenia spectrum: App4Independence (A4i),"/Computer and information sciences/Computer networks,/Computer and information sciences/Computer software/Apps,/Earth sciences/Geography/Geographic areas/Urban areas,/Engineering and technology/Equipment/Communication equipment/Cell phones,/Medicine and health sciences/Mental health and psychiatry,/Medicine and health sciences/Mental health and psychiatry/Mood disorders/Depression,/Medicine and health sciences/Mental health and psychiatry/Psychoses,/Medicine and health sciences/Mental health and psychiatry/Schizophrenia",15/07/2019,TRUE
133,Yes,99,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220729,PLOS ONE,Research Article,"Eduard Pons,Tomás García-Calvo,Ricardo Resta,Hugo Blanco,Roberto López del Campo,Jesús Díaz García,Juan José Pulido",12,A comparison of a GPS device and a multi-camera video technology during official soccer matches: Agreement between systems,"/Biology and life sciences/Bioethics,/Biology and life sciences/Physiology/Biological locomotion/Running,/Biology and life sciences/Psychology/Behavior/Recreation/Games,/Biology and life sciences/Psychology/Behavior/Recreation/Sports,/Biology and life sciences/Sports science/Sports,/Engineering and technology/Equipment/Optical equipment,/Engineering and technology/Equipment/Optical equipment/Cameras,/Medicine and health sciences/Physiology/Biological locomotion/Running,/Physical sciences/Mathematics/Statistics,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis,/Science policy/Bioethics,/Social sciences/Psychology/Behavior/Recreation/Games,/Social sciences/Psychology/Behavior/Recreation/Sports",8/08/2019,TRUE
134,Yes,100,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227075,PLOS ONE,Research Article,"Seonjeong Byun,Hyang Jun Lee,Ji Won Han,Jun Sung Kim,Euna Choi,Ki Woong Kim",16,Walking-speed estimation using a single inertial measurement unit for the older adults,"/Biology and life sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Feet,/Biology and life sciences/Physiology/Biological locomotion/Gait analysis,/Biology and life sciences/Physiology/Biological locomotion/Walking,/Medicine and health sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Feet,/Medicine and health sciences/Geriatrics,/Medicine and health sciences/Physiology/Biological locomotion/Gait analysis,/Medicine and health sciences/Physiology/Biological locomotion/Walking,/People and places/Population groupings/Age groups/Elderly,/Physical sciences/Mathematics/Applied mathematics/Algorithms,/Physical sciences/Physics/Classical mechanics/Acceleration,/Physical sciences/Physics/Classical mechanics/Motion/Inertia,/Research and analysis methods/Simulation and modeling/Algorithms",26/12/2019,TRUE
